                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    214,                0.43873,                0.84832,                0.34935,                0.93649,                0.95036,                0.88724,                0.90824,                0.84283,                0.92927,                0.86651,                 0.8793,                 0.7405,                 0.3722,                0.73092,                0.32268,                0.78919,               0.003004,               0.003004,               0.003004
                    215,                0.43736,                0.84366,                0.35242,                0.93566,                0.95053,                0.88729,                0.90823,                 0.8426,                0.92965,                0.86653,                0.87943,                0.74105,                0.37154,                0.73009,                0.32251,                0.78876,               0.002971,               0.002971,               0.002971
                    216,                0.43674,                0.84693,                 0.3492,                0.93594,                0.95065,                0.88779,                0.90852,                 0.8428,                 0.9297,                0.86687,                0.87952,                0.74151,                0.37085,                0.72933,                0.32239,                0.78846,               0.002938,               0.002938,               0.002938
                    217,                0.43312,                0.82978,                0.34778,                0.93188,                0.95062,                0.88764,                0.90848,                0.84285,                0.92993,                0.86705,                 0.8797,                0.74095,                 0.3703,                0.72864,                0.32177,                0.78816,               0.002905,               0.002905,               0.002905
                    218,                0.43138,                0.83987,                0.34587,                 0.9303,                 0.9506,                0.88725,                0.90855,                0.84307,                0.92964,                0.86645,                0.87984,                0.74182,                0.36999,                0.72753,                0.32162,                0.78779,               0.002872,               0.002872,               0.002872
                    219,                0.43437,                0.84394,                0.35164,                0.93507,                0.95077,                0.88735,                0.90878,                0.84404,                0.92977,                0.86667,                0.88024,                0.74205,                0.36917,                0.72679,                0.32134,                0.78717,               0.002839,               0.002839,               0.002839
                    220,                0.42902,                 0.8388,                0.34733,                0.93221,                0.95093,                0.88715,                0.90898,                0.84436,                0.92989,                0.86647,                 0.8803,                0.74181,                0.36822,                0.72609,                0.32061,                0.78669,               0.002806,               0.002806,               0.002806
                    221,                0.43001,                0.82639,                0.34533,                0.93291,                0.95103,                0.88723,                0.90899,                0.84427,                0.93042,                0.86667,                0.88028,                0.74186,                0.36767,                0.72523,                0.32015,                0.78621,               0.002773,               0.002773,               0.002773
                    222,                0.42878,                0.83008,                0.34431,                0.93251,                0.95136,                 0.8877,                0.90914,                 0.8444,                0.93098,                0.86685,                0.88009,                0.74197,                0.36706,                0.72467,                0.31954,                0.78589,                0.00274,                0.00274,                0.00274
                    223,                0.42832,                0.82631,                0.34714,                0.93087,                0.95157,                0.88801,                0.90923,                 0.8447,                0.93052,                0.86829,                0.87977,                0.74205,                0.36636,                0.72413,                0.31894,                0.78543,               0.002707,               0.002707,               0.002707
                    224,                0.42648,                0.81749,                0.34077,                0.93162,                0.95186,                0.88795,                0.90928,                0.84485,                0.93043,                0.86804,                0.87998,                0.74238,                0.36568,                0.72339,                0.31836,                0.78502,               0.002674,               0.002674,               0.002674
                    225,                 0.4287,                0.82689,                0.34154,                0.93267,                0.95216,                0.88857,                0.90953,                0.84497,                0.93043,                0.86858,                0.88043,                 0.7426,                0.36536,                0.72365,                0.31815,                 0.7847,               0.002641,               0.002641,               0.002641
                    226,                0.42279,                0.81678,                0.34211,                0.92645,                0.95231,                0.88816,                0.90969,                0.84536,                0.92994,                0.86851,                0.87983,                0.74165,                0.36463,                0.72303,                0.31763,                0.78432,               0.002608,               0.002608,               0.002608
                    227,                0.42606,                0.81409,                0.34162,                 0.9286,                0.95228,                0.88823,                0.91002,                0.84566,                0.93013,                0.86887,                0.88058,                0.74228,                0.36442,                0.72231,                 0.3173,                0.78412,               0.002575,               0.002575,               0.002575
                    228,                0.42435,                0.82091,                0.34063,                0.92897,                0.95225,                 0.8887,                0.91009,                0.84599,                0.93006,                0.86822,                0.87987,                0.74204,                0.36366,                0.72146,                0.31673,                0.78376,               0.002542,               0.002542,               0.002542
                    229,                0.42379,                0.81492,                0.34005,                0.92651,                0.95247,                0.88842,                0.90977,                0.84611,                0.92952,                0.86949,                0.88019,                0.74247,                0.36331,                0.72085,                0.31627,                 0.7834,               0.002509,               0.002509,               0.002509
                    230,                0.41965,                0.80759,                0.33703,                0.92624,                0.95253,                0.88862,                0.90997,                0.84621,                0.92913,                0.86944,                0.88037,                0.74278,                0.36258,                0.72006,                0.31592,                0.78292,               0.002476,               0.002476,               0.002476
                    231,                0.41867,                0.81486,                0.34006,                0.92575,                 0.9519,                0.88916,                0.91031,                0.84694,                0.92941,                0.86909,                0.88008,                0.74259,                0.36196,                0.71956,                 0.3155,                0.78247,               0.002443,               0.002443,               0.002443
                    232,                0.41682,                0.80599,                0.33733,                0.92451,                0.95189,                0.88843,                0.90993,                0.84715,                0.93011,                0.86921,                 0.8809,                 0.7428,                0.36159,                0.71811,                0.31544,                0.78193,                0.00241,                0.00241,                0.00241
                    233,                 0.4203,                0.81083,                0.33818,                0.92487,                0.95198,                0.88967,                0.91029,                0.84727,                0.92999,                 0.8697,                 0.8811,                0.74272,                0.36093,                0.71715,                0.31483,                0.78153,               0.002377,               0.002377,               0.002377
                    234,                0.41828,                0.80312,                0.33289,                0.92361,                0.95161,                0.88921,                0.91022,                0.84742,                0.92933,                0.86972,                0.88072,                0.74267,                0.36028,                0.71666,                 0.3143,                0.78135,               0.002344,               0.002344,               0.002344
                    235,                0.41799,                  0.814,                0.33942,                0.92569,                0.95189,                0.89056,                0.91044,                0.84787,                0.92956,                0.87002,                0.88129,                0.74287,                0.35977,                0.71593,                0.31363,                0.78092,               0.002311,               0.002311,               0.002311
                    236,                  0.413,                0.79911,                0.33124,                0.92222,                0.95295,                 0.8903,                0.91065,                0.84826,                0.93003,                0.86881,                0.88132,                0.74275,                0.35946,                 0.7154,                0.31298,                0.78089,               0.002278,               0.002278,               0.002278
                    237,                0.41371,                0.79721,                0.33212,                0.92018,                0.95291,                0.89032,                0.91061,                0.84829,                0.93014,                0.86838,                0.88157,                0.74271,                 0.3588,                0.71427,                0.31243,                0.78068,               0.002245,               0.002245,               0.002245
                    238,                0.41117,                0.79889,                0.33104,                 0.9187,                0.95275,                0.89082,                0.91071,                0.84858,                0.92961,                0.86945,                 0.8817,                0.74297,                0.35827,                0.71359,                0.31269,                0.78033,               0.002212,               0.002212,               0.002212
                    239,                0.41407,                0.79773,                0.33037,                0.92132,                 0.9522,                0.89035,                0.91039,                0.84848,                0.92935,                0.86892,                0.88115,                0.74346,                0.35782,                0.71297,                 0.3125,                 0.7801,               0.002179,               0.002179,               0.002179
                    240,                0.41021,                0.80075,                0.33498,                0.91829,                 0.9526,                0.89094,                0.91069,                0.84847,                0.92948,                0.86867,                0.88099,                0.74347,                 0.3573,                  0.712,                0.31197,                0.77986,               0.002146,               0.002146,               0.002146
                    241,                0.40968,                0.78945,                0.32829,                0.91878,                0.95231,                0.88982,                0.91063,                0.84865,                0.92985,                0.86889,                 0.8815,                0.74373,                0.35714,                0.71159,                0.31198,                0.77957,               0.002113,               0.002113,               0.002113
                    242,                0.40937,                0.78177,                0.33056,                0.91889,                0.95323,                0.88928,                0.91069,                0.84854,                0.92994,                 0.8688,                0.88156,                0.74313,                0.35664,                0.71099,                0.31166,                0.77927,                0.00208,                0.00208,                0.00208
                    243,                0.40833,                0.79715,                 0.3292,                0.91884,                0.95346,                0.88934,                0.91071,                0.84888,                0.92983,                0.86832,                0.88134,                0.74333,                0.35607,                0.71015,                0.31106,                0.77897,               0.002047,               0.002047,               0.002047
                    244,                0.40607,                0.78804,                 0.3253,                0.91925,                0.95368,                 0.8892,                0.91078,                0.84874,                0.92983,                0.86818,                0.88091,                0.74346,                 0.3554,                 0.7095,                0.31106,                0.77863,               0.002014,               0.002014,               0.002014
                    245,                0.40393,                0.78697,                0.32632,                0.91767,                0.95379,                0.88823,                0.91082,                0.84928,                0.93014,                0.86756,                0.88117,                0.74367,                 0.3547,                 0.7087,                0.31106,                0.77827,               0.001981,               0.001981,               0.001981
                    246,                0.40331,                0.78553,                0.32581,                0.91705,                 0.9545,                0.88888,                0.91094,                0.84937,                0.93103,                0.86745,                0.88158,                0.74356,                0.35409,                0.70826,                0.31107,                0.77785,               0.001948,               0.001948,               0.001948
                    247,                0.40319,                0.79057,                0.32711,                  0.916,                0.95513,                0.88912,                0.91097,                0.84983,                0.93199,                0.86791,                0.88221,                0.74369,                0.35343,                0.70781,                0.31092,                0.77747,               0.001915,               0.001915,               0.001915
                    248,                0.40217,                0.78213,                0.32289,                0.91434,                 0.9556,                0.88903,                0.91093,                 0.8507,                0.93235,                 0.8673,                0.88173,                0.74372,                0.35295,                0.70713,                0.31032,                0.77722,               0.001882,               0.001882,               0.001882
                    249,                0.39885,                0.77001,                 0.3187,                0.91591,                0.95572,                0.88907,                0.91099,                0.85083,                0.93259,                0.86772,                0.88189,                0.74416,                0.35225,                0.70642,                0.31016,                0.77694,               0.001849,               0.001849,               0.001849
                    250,                0.40012,                0.77738,                0.32326,                 0.9176,                0.95526,                0.88926,                 0.9111,                0.85133,                 0.9321,                0.86789,                0.88194,                0.74443,                0.35173,                0.70605,                0.30982,                0.77663,               0.001816,               0.001816,               0.001816
                    251,                0.40387,                 0.7869,                0.32911,                0.91946,                0.95492,                0.88924,                0.91137,                0.85124,                0.93166,                0.86788,                0.88276,                0.74525,                0.35108,                0.70496,                0.30959,                0.77627,               0.001783,               0.001783,               0.001783
                    252,                0.39627,                0.76389,                0.31976,                0.91532,                0.95438,                0.88944,                0.91138,                0.85161,                0.93063,                0.86744,                0.88293,                0.74549,                0.35063,                0.70423,                0.30952,                0.77592,                0.00175,                0.00175,                0.00175
                    253,                0.39455,                0.77318,                0.31843,                0.91418,                0.95482,                0.88986,                0.91149,                0.85198,                0.93158,                0.86776,                0.88285,                0.74521,                0.34998,                0.70359,                0.30932,                0.77572,               0.001717,               0.001717,               0.001717
                    254,                0.39271,                0.77175,                0.31786,                0.91571,                0.95441,                0.88965,                0.91145,                0.85201,                0.93127,                0.86765,                0.88252,                0.74566,                0.34958,                 0.7031,                0.30909,                0.77573,               0.001684,               0.001684,               0.001684
                    255,                0.39104,                0.75745,                 0.3157,                0.91481,                0.95481,                0.88965,                0.91144,                 0.8522,                0.93122,                0.86759,                0.88314,                0.74598,                0.34922,                 0.7022,                0.30887,                 0.7756,               0.001651,               0.001651,               0.001651
                    256,                0.39144,                0.75611,                0.31235,                0.91412,                0.95471,                0.88992,                0.91153,                0.85203,                0.93213,                0.86832,                0.88342,                0.74567,                 0.3488,                0.70255,                0.30848,                0.77544,               0.001618,               0.001618,               0.001618
                    257,                0.38781,                0.75178,                0.31482,                0.90989,                0.95454,                0.88946,                0.91139,                0.85227,                0.93118,                0.86692,                 0.8827,                 0.7465,                0.34827,                0.70207,                0.30834,                0.77517,               0.001585,               0.001585,               0.001585
                    258,                0.38778,                0.75561,                0.31305,                0.91102,                0.95527,                0.88913,                0.91134,                0.85223,                 0.9324,                0.86736,                0.88329,                0.74651,                0.34793,                0.70142,                 0.3078,                0.77498,               0.001552,               0.001552,               0.001552
                    259,                0.38358,                0.75353,                0.31106,                0.90814,                0.95541,                0.88899,                0.91145,                0.85291,                 0.9326,                 0.8673,                0.88366,                0.74731,                0.34749,                0.70095,                0.30764,                 0.7748,               0.001519,               0.001519,               0.001519
                    260,                0.38638,                0.74448,                 0.3103,                0.91275,                0.95562,                 0.8891,                0.91154,                0.85343,                0.93392,                0.86837,                 0.8836,                0.74794,                 0.3474,                0.70043,                0.30749,                0.77497,               0.001486,               0.001486,               0.001486
                    261,                0.38641,                0.74788,                0.30981,                0.91029,                0.95593,                0.88912,                0.91161,                0.85384,                0.93419,                0.86842,                0.88346,                0.74778,                0.34687,                0.69992,                0.30759,                0.77465,               0.001453,               0.001453,               0.001453
                    262,                0.38371,                0.75105,                0.31089,                0.90955,                 0.9562,                0.88961,                0.91165,                0.85392,                0.93367,                0.86829,                0.88302,                0.74761,                0.34648,                0.69965,                0.30729,                0.77432,                0.00142,                0.00142,                0.00142
                    263,                0.38321,                0.74236,                0.31117,                0.90814,                 0.9566,                 0.8896,                0.91167,                0.85396,                0.93472,                0.86928,                 0.8838,                0.74868,                0.34611,                0.69906,                0.30701,                0.77396,               0.001387,               0.001387,               0.001387
                    264,                0.38423,                0.74263,                0.30816,                0.90876,                0.95753,                0.88959,                0.91196,                0.85426,                0.93535,                0.86953,                0.88395,                0.74854,                 0.3455,                0.69861,                0.30679,                0.77351,               0.001354,               0.001354,               0.001354
                    265,                0.37859,                0.73215,                0.30489,                0.90728,                0.95795,                0.88956,                0.91208,                0.85447,                0.93586,                0.86992,                0.88446,                 0.7486,                0.34512,                0.69804,                0.30623,                0.77337,               0.001321,               0.001321,               0.001321
                    266,                0.37855,                0.73648,                0.30814,                0.90599,                 0.9578,                0.88975,                 0.9121,                0.85458,                0.93489,                0.86992,                0.88466,                0.74917,                0.34447,                0.69709,                0.30556,                0.77302,               0.001288,               0.001288,               0.001288
                    267,                0.37706,                0.73643,                0.30547,                0.90606,                0.95726,                0.89082,                0.91212,                0.85493,                0.93488,                0.86951,                 0.8844,                0.74939,                0.34426,                 0.6966,                0.30535,                0.77278,               0.001255,               0.001255,               0.001255
                    268,                0.37638,                0.72922,                0.30344,                0.90553,                0.95649,                0.89076,                0.91238,                0.85488,                0.93354,                0.86887,                0.88428,                0.74882,                0.34381,                0.69596,                0.30489,                0.77244,               0.001222,               0.001222,               0.001222
                    269,                0.37778,                 0.7403,                0.30728,                0.90703,                0.95734,                0.89059,                0.91245,                0.85495,                 0.9324,                0.86864,                0.88367,                 0.7485,                0.34322,                0.69576,                0.30434,                0.77209,               0.001189,               0.001189,               0.001189
                    270,                0.37505,                0.73007,                 0.3022,                0.90385,                0.95708,                0.89058,                0.91254,                0.85509,                0.93281,                0.86929,                0.88416,                0.74987,                0.34246,                0.69515,                0.30418,                0.77144,               0.001156,               0.001156,               0.001156
                    271,                0.37366,                0.72643,                0.30032,                0.90409,                0.95725,                0.89077,                0.91252,                0.85498,                0.93242,                0.86893,                0.88408,                0.74969,                 0.3418,                0.69438,                0.30382,                 0.7708,               0.001123,               0.001123,               0.001123
                    272,                0.37003,                0.71918,                0.29833,                0.90015,                0.95674,                 0.8908,                0.91268,                0.85526,                0.93229,                0.86871,                0.88416,                0.75022,                0.34128,                 0.6937,                0.30373,                0.77037,                0.00109,                0.00109,                0.00109
                    273,                0.37081,                0.71652,                0.29745,                0.90106,                0.95614,                0.89082,                0.91282,                 0.8556,                0.93241,                0.86856,                0.88404,                0.75006,                 0.3409,                0.69353,                0.30374,                0.76988,               0.001057,               0.001057,               0.001057
                    274,                0.36766,                0.72542,                0.29793,                 0.9009,                 0.9564,                0.89084,                  0.913,                0.85564,                0.93271,                0.86843,                0.88397,                0.75014,                0.34019,                 0.6929,                 0.3032,                0.76957,               0.001024,               0.001024,               0.001024
                    275,                0.36602,                0.72057,                0.29706,                 0.8995,                0.95614,                0.89081,                0.91345,                0.85545,                0.93284,                0.86822,                0.88415,                0.75064,                0.34001,                0.69279,                0.30282,                0.76932,               0.000991,               0.000991,               0.000991
                    276,                0.36544,                0.72217,                0.29758,                0.90147,                0.95615,                 0.8907,                0.91345,                0.85531,                0.93322,                0.86824,                0.88459,                0.75034,                0.33963,                0.69232,                0.30263,                0.76915,               0.000958,               0.000958,               0.000958
                    277,                 0.3663,                0.71615,                0.29571,                0.90183,                0.95714,                0.89052,                0.91341,                0.85576,                0.93361,                0.86819,                0.88452,                0.75087,                0.33928,                0.69185,                0.30201,                0.76901,               0.000925,               0.000925,               0.000925
                    278,                0.36664,                0.71052,                0.29696,                 0.9019,                0.95682,                 0.8906,                0.91372,                0.85571,                0.93321,                0.86798,                0.88449,                0.75098,                0.33871,                0.69158,                0.30164,                 0.7687,               0.000892,               0.000892,               0.000892
                    279,                 0.3609,                0.70959,                 0.2905,                0.89969,                0.95702,                0.89057,                0.91383,                0.85597,                 0.9332,                0.86827,                0.88427,                0.75072,                0.33824,                0.69111,                0.30142,                0.76836,               0.000859,               0.000859,               0.000859
                    280,                0.36203,                0.71469,                0.29061,                0.90046,                0.95682,                0.89092,                0.91382,                0.85594,                0.93377,                0.86851,                0.88441,                0.75117,                0.33799,                 0.6908,                0.30154,                0.76815,               0.000826,               0.000826,               0.000826
                    281,                0.36034,                0.70981,                0.29167,                0.89858,                0.95741,                0.89087,                0.91397,                0.85627,                0.93435,                0.86862,                0.88458,                0.75096,                0.33766,                 0.6899,                0.30135,                0.76799,               0.000793,               0.000793,               0.000793
                    282,                0.35794,                0.70546,                0.29065,                0.89392,                0.95773,                0.89075,                0.91408,                0.85616,                0.93417,                0.86816,                0.88374,                0.75046,                0.33702,                0.68968,                0.30091,                 0.7677,                0.00076,                0.00076,                0.00076
                    283,                0.36074,                0.71295,                0.29209,                0.89896,                0.95774,                 0.8904,                0.91408,                0.85623,                0.93435,                0.86822,                0.88378,                0.75099,                0.33658,                 0.6891,                0.30079,                0.76742,               0.000727,               0.000727,               0.000727
                    284,                0.35621,                0.69408,                 0.2877,                0.89718,                0.95757,                0.89061,                0.91419,                0.85639,                0.93415,                0.86805,                0.88393,                0.75066,                0.33638,                0.68866,                0.30094,                0.76723,               0.000694,               0.000694,               0.000694
                    285,                0.35342,                0.69746,                0.28657,                0.89431,                0.95725,                0.89044,                0.91429,                0.85647,                 0.9337,                0.86766,                0.88385,                 0.7513,                0.33603,                0.68819,                0.30064,                0.76689,               0.000661,               0.000661,               0.000661
                    286,                0.35529,                0.69769,                0.28825,                0.89531,                0.95656,                0.89011,                0.91429,                 0.8569,                0.93308,                0.86745,                0.88399,                0.75135,                0.33583,                0.68768,                0.30053,                0.76679,               0.000628,               0.000628,               0.000628
                    287,                0.35463,                0.69398,                0.28791,                0.89716,                0.95656,                0.89003,                0.91412,                0.85704,                 0.9329,                0.86732,                0.88398,                0.75149,                0.33532,                0.68758,                0.30026,                0.76651,               0.000595,               0.000595,               0.000595
                    288,                0.35412,                0.68912,                 0.2823,                0.89628,                0.95655,                0.89004,                0.91411,                0.85729,                0.93304,                0.86737,                0.88392,                0.75061,                0.33507,                0.68729,                0.30009,                0.76633,               0.000562,               0.000562,               0.000562
                    289,                0.35122,                0.69151,                0.28428,                0.89409,                 0.9565,                 0.8901,                 0.9141,                0.85744,                0.93206,                0.86764,                0.88378,                0.75143,                0.33455,                  0.687,                0.29975,                 0.7659,               0.000529,               0.000529,               0.000529
                    290,                0.35233,                0.69382,                0.28825,                0.89416,                0.95565,                0.89012,                0.91402,                0.85723,                0.93145,                0.86775,                0.88372,                 0.7518,                0.33409,                0.68669,                 0.2995,                0.76563,               0.000496,               0.000496,               0.000496
                    291,                0.30088,                0.60978,                0.25971,                0.86224,                0.95563,                0.89023,                0.91394,                0.85758,                0.93156,                0.86786,                  0.884,                0.75118,                0.33373,                0.68661,                0.29943,                0.76535,               0.000463,               0.000463,               0.000463
                    292,                0.29187,                0.60271,                 0.2517,                0.86029,                0.95573,                0.89027,                0.91415,                0.85768,                0.93134,                0.86766,                0.88395,                0.75175,                0.33336,                0.68604,                0.29938,                0.76509,                0.00043,                0.00043,                0.00043
                    293,                0.28519,                0.59304,                0.24995,                0.85715,                0.95551,                0.89022,                0.91419,                0.85798,                0.93139,                0.86841,                0.88402,                0.75209,                0.33283,                 0.6854,                0.29891,                0.76477,               0.000397,               0.000397,               0.000397
                    294,                0.28161,                0.58771,                0.24313,                0.85385,                0.95546,                0.89029,                0.91461,                0.85808,                0.93191,                0.86873,                0.88406,                0.75271,                0.33232,                0.68506,                 0.2983,                0.76453,               0.000364,               0.000364,               0.000364
                    295,                0.28172,                0.58403,                0.24438,                0.85387,                0.95518,                0.89031,                0.91434,                0.85842,                0.93223,                0.86853,                0.88403,                0.75176,                0.33162,                0.68465,                0.29757,                0.76418,               0.000331,               0.000331,               0.000331
                    296,                0.27938,                0.58395,                0.24328,                0.85351,                0.95515,                0.89013,                0.91431,                0.85845,                0.93211,                0.86831,                0.88422,                0.75233,                 0.3311,                0.68439,                0.29713,                0.76385,               0.000298,               0.000298,               0.000298
                    297,                0.27627,                0.58644,                0.24254,                0.85455,                0.95575,                0.89012,                0.91432,                0.85857,                0.93137,                0.86859,                0.88394,                0.75177,                0.33065,                0.68427,                0.29685,                0.76363,               0.000265,               0.000265,               0.000265
                    298,                0.27613,                0.57802,                0.24277,                0.85528,                0.95592,                0.89014,                0.91425,                0.85866,                0.93066,                0.86876,                0.88393,                0.75239,                 0.3304,                0.68411,                0.29663,                0.76349,               0.000232,               0.000232,               0.000232
                    299,                0.27105,                0.57206,                0.23639,                0.85133,                0.95601,                0.89038,                 0.9143,                0.85897,                0.93044,                0.86904,                0.88394,                0.75313,                0.32996,                0.68394,                0.29595,                0.76328,               0.000199,               0.000199,               0.000199
                    300,                0.27057,                0.57641,                 0.2373,                0.85089,                0.95618,                0.89057,                0.91427,                0.85938,                0.93027,                0.86983,                0.88464,                0.75352,                0.32962,                0.68387,                0.29527,                0.76319,               0.000166,               0.000166,               0.000166
