                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 0.8377,                 1.6473,                0.73843,                 1.0953,                0.90744,                 0.8083,                0.84507,                0.67879,                0.88545,                0.78121,                0.80682,                0.60718,                0.81522,                 1.3777,                0.70347,                 1.0215,               0.008911,               0.008911,               0.008911
                     14,                0.82885,                  1.631,                0.72787,                 1.0906,                0.90616,                 0.8088,                0.85011,                0.68129,                0.87869,                0.78835,                 0.8127,                0.60165,                0.81413,                 1.3727,                0.70827,                 1.0289,               0.008812,               0.008812,               0.008812
                     15,                0.81921,                 1.6151,                0.71785,                 1.0835,                0.89724,                0.81734,                0.84333,                0.67707,                0.87534,                0.79611,                0.81032,                0.60854,                0.81359,                 1.3552,                0.69271,                 1.0194,               0.008713,               0.008713,               0.008713
                     16,                0.81555,                 1.6211,                0.70596,                 1.0793,                0.91553,                0.81864,                0.85484,                0.69899,                0.89428,                0.79591,                0.82002,                 0.6169,                0.77659,                   1.34,                0.66343,                0.99883,               0.008614,               0.008614,               0.008614
                     17,                0.80552,                 1.5868,                0.70026,                 1.0763,                0.91776,                0.82236,                0.85774,                0.69715,                0.89556,                0.79528,                0.81837,                0.62023,                0.77196,                 1.3302,                0.65162,                 1.0002,               0.008515,               0.008515,               0.008515
                     18,                0.79523,                 1.5649,                0.68286,                 1.0679,                0.91179,                0.82872,                0.85842,                0.70256,                0.88581,                0.80479,                 0.8209,                0.62451,                0.75937,                 1.2735,                0.65194,                0.99208,               0.008416,               0.008416,               0.008416
                     19,                0.78388,                 1.5499,                0.67245,                 1.0632,                 0.9173,                0.83465,                0.85867,                0.70713,                0.89231,                0.81054,                0.82666,                0.62534,                0.75839,                 1.2694,                0.63265,                0.99043,               0.008317,               0.008317,               0.008317
                     20,                0.78099,                  1.534,                0.66805,                 1.0642,                0.90732,                0.83817,                0.85824,                0.70711,                0.88193,                0.80255,                0.81834,                0.62401,                0.74203,                 1.2411,                0.62903,                 0.9765,               0.008218,               0.008218,               0.008218
                     21,                0.77002,                 1.5175,                 0.6613,                 1.0579,                0.91696,                0.83139,                0.86357,                0.71296,                0.90083,                0.79447,                0.82218,                0.63003,                0.74793,                 1.2595,                0.61922,                0.98375,               0.008119,               0.008119,               0.008119
                     22,                0.76631,                 1.5078,                0.64996,                 1.0541,                0.91163,                0.83605,                0.85969,                0.71346,                 0.8842,                0.81038,                0.82358,                0.63031,                0.72706,                 1.2479,                0.59769,                0.97172,                0.00802,                0.00802,                0.00802
                     23,                0.75927,                 1.4962,                0.64361,                 1.0515,                 0.9205,                0.83354,                0.86524,                0.71877,                0.89545,                0.81034,                0.82773,                  0.636,                0.71627,                  1.222,                0.59222,                 0.9683,               0.007921,               0.007921,               0.007921
                     24,                0.75583,                 1.4815,                0.63765,                 1.0485,                0.92969,                0.82914,                0.86621,                0.72241,                0.90038,                0.80566,                0.82985,                0.63905,                0.70654,                 1.2011,                0.59038,                0.96174,               0.007822,               0.007822,               0.007822
                     25,                0.74699,                 1.4765,                0.62782,                 1.0442,                0.92312,                0.83807,                0.86772,                0.72778,                0.89186,                0.80684,                0.82794,                0.63591,                0.69837,                 1.1965,                0.59592,                  0.951,               0.007723,               0.007723,               0.007723
                     26,                0.74467,                 1.4767,                 0.6313,                 1.0437,                0.92535,                0.83075,                0.86677,                  0.722,                0.90092,                0.80795,                0.82578,                0.63414,                0.70574,                 1.1801,                0.57524,                0.95643,               0.007624,               0.007624,               0.007624
                     27,                0.74623,                 1.4789,                  0.631,                 1.0448,                0.93043,                0.83321,                0.86682,                0.72797,                0.90593,                0.81118,                0.82906,                0.64092,                0.69244,                 1.1833,                0.57615,                 0.9447,               0.007525,               0.007525,               0.007525
                     28,                0.74248,                 1.4716,                 0.6249,                 1.0428,                0.92651,                0.83753,                0.87168,                0.73183,                0.90591,                 0.8036,                 0.8311,                0.64504,                0.68913,                 1.1631,                0.55877,                 0.9495,               0.007426,               0.007426,               0.007426
                     29,                0.73555,                 1.4531,                0.62048,                 1.0395,                0.92999,                0.84323,                0.87163,                0.73346,                0.90785,                0.81696,                0.83653,                0.64602,                0.68169,                 1.1638,                0.54837,                0.94606,               0.007327,               0.007327,               0.007327
                     30,                0.73096,                  1.455,                0.61405,                 1.0363,                0.92686,                0.84659,                0.87262,                0.73904,                0.90171,                 0.8181,                0.83365,                0.64087,                0.66698,                 1.1457,                0.54511,                0.93302,               0.007228,               0.007228,               0.007228
                     31,                0.72695,                 1.4434,                0.60752,                 1.0348,                0.92602,                0.84227,                0.86987,                0.73552,                0.90136,                  0.823,                0.83646,                 0.6454,                0.66619,                 1.1373,                0.55174,                0.93271,               0.007129,               0.007129,               0.007129
                     32,                 0.7263,                 1.4333,                0.60777,                 1.0335,                0.92567,                0.84745,                0.87306,                0.73837,                0.89862,                0.82276,                0.83519,                0.64936,                0.66678,                  1.119,                0.54634,                0.92793,                0.00703,                0.00703,                0.00703
                     33,                0.72246,                 1.4362,                0.60689,                 1.0302,                0.92921,                0.84549,                0.87651,                0.74192,                0.90665,                  0.823,                0.84052,                0.65157,                0.65786,                 1.1254,                0.54049,                0.93076,               0.006931,               0.006931,               0.006931
                     34,                0.71608,                 1.4092,                0.59312,                  1.027,                0.92841,                0.84178,                 0.8755,                0.74461,                0.90507,                0.81939,                0.83958,                0.65225,                0.64725,                 1.1093,                0.53552,                0.91846,               0.006832,               0.006832,               0.006832
                     35,                0.71131,                 1.4029,                0.59087,                 1.0266,                0.93018,                0.84478,                0.87535,                0.74296,                0.89831,                0.82539,                0.83828,                0.65421,                0.64664,                 1.1074,                0.53463,                0.91913,               0.006733,               0.006733,               0.006733
                     36,                0.71118,                 1.4083,                0.58635,                 1.0255,                0.93095,                0.85088,                0.87806,                0.74727,                0.90779,                0.82837,                0.84135,                0.65531,                0.64068,                 1.1021,                0.52491,                0.91646,               0.006634,               0.006634,               0.006634
                     37,                0.70455,                 1.3951,                0.58569,                 1.0225,                0.93097,                 0.8485,                0.87294,                0.74728,                0.90684,                0.82589,                0.84067,                0.65706,                0.63458,                 1.0864,                0.52958,                0.91097,               0.006535,               0.006535,               0.006535
                     38,                 0.7099,                 1.4081,                0.59263,                 1.0253,                0.92671,                0.85247,                0.87611,                0.74712,                0.90098,                0.82927,                0.84102,                0.65577,                0.63622,                 1.0831,                0.52397,                0.91182,               0.006436,               0.006436,               0.006436
                     39,                0.70118,                 1.3929,                 0.5799,                 1.0203,                0.92926,                0.85337,                0.87747,                 0.7506,                0.90752,                0.83287,                0.84386,                0.65757,                0.63172,                 1.0767,                0.51547,                0.90876,               0.006337,               0.006337,               0.006337
                     40,                0.69978,                 1.3768,                0.57905,                 1.0211,                0.93301,                0.85086,                0.87601,                0.75202,                0.91267,                0.82955,                0.84237,                0.66037,                0.62559,                  1.068,                0.51597,                0.90458,               0.006238,               0.006238,               0.006238
                     41,                0.69551,                 1.3851,                0.57922,                 1.0194,                0.93307,                0.85058,                 0.8781,                0.75168,                0.90698,                0.83089,                0.84297,                0.66244,                0.62546,                 1.0693,                0.51501,                0.90628,               0.006139,               0.006139,               0.006139
                     42,                0.68044,                 1.3578,                0.56664,                 1.0102,                0.93163,                0.85331,                0.87705,                0.75278,                0.90713,                0.82972,                 0.8433,                0.66324,                0.61541,                  1.056,                0.50332,                0.89845,               0.006139,               0.006139,               0.006139
                     43,                0.68541,                 1.3506,                0.56625,                  1.014,                0.93055,                0.85332,                0.87669,                0.75464,                0.90841,                0.83289,                0.84374,                 0.6641,                0.61922,                 1.0558,                0.50428,                0.90359,               0.005941,               0.005941,               0.005941
                     44,                0.68174,                 1.3525,                0.56432,                 1.0135,                 0.9315,                0.85445,                0.88075,                0.75967,                0.90529,                 0.8331,                0.84322,                0.66378,                0.61027,                  1.055,                 0.4977,                0.89691,               0.005842,               0.005842,               0.005842
                     45,                 0.6786,                 1.3483,                0.55668,                 1.0109,                  0.932,                0.85233,                0.87889,                0.75792,                0.91022,                0.82932,                0.84541,                 0.6647,                0.60997,                 1.0452,                0.49801,                0.89667,               0.005743,               0.005743,               0.005743
                     46,                0.68253,                 1.3602,                0.57036,                 1.0159,                0.93169,                 0.8537,                0.87981,                0.75894,                0.90838,                0.83166,                0.84633,                0.66401,                0.61153,                 1.0507,                0.49786,                0.89696,               0.005644,               0.005644,               0.005644
                     47,                0.67941,                 1.3532,                 0.5631,                 1.0104,                0.93197,                0.85667,                0.88162,                0.76108,                0.90521,                 0.8351,                0.84481,                0.66527,                0.60512,                 1.0402,                0.49794,                0.89183,               0.005545,               0.005545,               0.005545
                     48,                0.67503,                  1.338,                0.55511,                 1.0105,                0.92727,                0.85841,                0.87891,                0.75849,                 0.9059,                 0.8332,                0.84207,                0.66494,                0.60072,                   1.03,                 0.4957,                0.88945,               0.005446,               0.005446,               0.005446
                     49,                0.67552,                 1.3444,                0.56311,                 1.0098,                0.92918,                0.85905,                0.87884,                0.75997,                0.90591,                0.83505,                0.84159,                0.66779,                0.59795,                 1.0262,                0.49418,                 0.8877,               0.005347,               0.005347,               0.005347
                     50,                0.66739,                 1.3228,                0.55194,                 1.0034,                0.92907,                 0.8583,                0.88034,                0.76034,                0.90857,                0.83536,                0.84466,                0.66691,                0.59471,                 1.0237,                0.48839,                0.88847,               0.005248,               0.005248,               0.005248
                     51,                0.66689,                 1.3211,                0.55287,                 1.0063,                0.93312,                0.85496,                0.88081,                0.76157,                 0.9101,                0.83224,                0.84528,                0.66782,                0.59199,                  1.022,                0.48603,                0.88885,               0.005149,               0.005149,               0.005149
                     52,                0.66075,                  1.302,                0.54193,                 1.0013,                0.93126,                0.86063,                0.88236,                0.76454,                0.90867,                0.83803,                0.84717,                0.66823,                0.58686,                 1.0192,                0.47989,                0.88683,                0.00505,                0.00505,                0.00505
                     53,                0.65357,                 1.2832,                0.53669,                0.99829,                0.93504,                0.85878,                0.88251,                0.76581,                0.91393,                0.83802,                0.84865,                0.67014,                0.58144,                 1.0128,                0.47903,                 0.8831,               0.004951,               0.004951,               0.004951
                     54,                0.65396,                 1.2961,                0.53886,                 1.0012,                0.93416,                0.85632,                0.88245,                 0.7677,                0.91051,                0.83477,                0.84824,                0.67163,                0.57695,                 1.0055,                0.47588,                0.87935,               0.004852,               0.004852,               0.004852
                     55,                0.65554,                 1.2886,                0.54152,                0.99998,                0.93103,                0.85976,                0.88349,                0.76918,                0.90753,                0.83711,                0.85024,                 0.6715,                 0.5746,                 1.0042,                0.47315,                0.87844,               0.004753,               0.004753,               0.004753
                     56,                0.65085,                 1.2895,                 0.5341,                0.99722,                0.93154,                0.85906,                0.88359,                0.76942,                0.90918,                0.83617,                0.84983,                0.67158,                0.57691,                 1.0009,                0.47384,                0.87921,               0.004654,               0.004654,               0.004654
                     57,                0.65236,                 1.3031,                0.53684,                  0.997,                0.93348,                0.85885,                0.88298,                0.76918,                0.90953,                0.83617,                0.84988,                0.67134,                0.57639,                0.99862,                0.47342,                0.87935,               0.004555,               0.004555,               0.004555
                     58,                0.64964,                 1.2759,                0.53384,                 0.9968,                0.93656,                0.85931,                0.88314,                0.76968,                0.91037,                0.83758,                0.85046,                0.67261,                0.57396,                0.99716,                0.47093,                0.87735,               0.004456,               0.004456,               0.004456
                     59,                0.64414,                 1.2724,                 0.5248,                 0.9921,                0.93533,                0.86019,                0.88346,                0.77024,                0.90795,                0.84018,                0.85098,                0.67427,                0.57167,                0.99538,                0.46941,                0.87675,               0.004357,               0.004357,               0.004357
                     60,                 0.6391,                 1.2662,                0.52276,                0.98965,                0.93416,                0.86094,                0.88298,                0.77197,                0.90988,                0.83799,                0.85122,                 0.6744,                0.56953,                0.99379,                0.46821,                0.87537,               0.004258,               0.004258,               0.004258
                     61,                0.64287,                  1.261,                0.52367,                0.99363,                0.93574,                 0.8611,                 0.8823,                0.77187,                0.91115,                0.83758,                0.85042,                0.67415,                 0.5669,                0.99032,                0.46781,                0.87334,               0.004159,               0.004159,               0.004159
                     62,                0.63205,                 1.2519,                 0.5221,                0.98985,                0.93592,                0.86113,                0.88236,                0.77248,                0.91127,                0.83731,                0.85054,                0.67432,                0.56386,                0.98643,                0.46599,                0.87209,                0.00406,                0.00406,                0.00406
                     63,                0.63072,                 1.2462,                0.51549,                0.98709,                0.93448,                0.86087,                 0.8834,                0.77219,                 0.9098,                0.83803,                  0.851,                0.67506,                0.56325,                0.98532,                0.46368,                0.87172,               0.003961,               0.003961,               0.003961
                     64,                0.62851,                 1.2374,                 0.5113,                0.98612,                0.93633,                0.85967,                0.88378,                0.77295,                0.91179,                0.83689,                0.85198,                0.67622,                0.56065,                0.98363,                0.46276,                0.87027,               0.003862,               0.003862,               0.003862
                     65,                0.62693,                 1.2312,                0.50879,                0.98469,                0.93709,                0.86102,                0.88356,                0.77333,                0.91284,                0.83793,                0.85189,                0.67627,                0.55858,                0.98216,                0.46023,                 0.8693,               0.003763,               0.003763,               0.003763
                     66,                0.62367,                 1.2331,                0.50638,                0.98394,                0.93673,                0.86137,                 0.8838,                 0.7735,                0.91332,                0.83968,                0.85234,                0.67731,                0.55645,                0.98094,                0.45848,                0.86894,               0.003664,               0.003664,               0.003664
                     67,                  0.621,                  1.235,                 0.5102,                0.98429,                0.93625,                 0.8617,                0.88403,                0.77388,                0.91232,                0.83932,                0.85198,                0.67776,                0.55543,                0.97957,                0.45759,                0.86773,               0.003565,               0.003565,               0.003565
                     68,                 0.6232,                 1.2385,                0.51018,                0.98507,                0.93476,                0.86174,                0.88417,                0.77319,                0.91082,                0.84019,                0.85059,                0.67639,                0.55485,                0.97786,                0.45741,                0.86694,               0.003466,               0.003466,               0.003466
                     69,                0.62272,                 1.2328,                0.50672,                0.98363,                0.93378,                0.86272,                0.88453,                 0.7731,                0.90982,                0.84078,                0.84952,                0.67673,                0.55396,                0.97597,                0.45629,                0.86591,               0.003367,               0.003367,               0.003367
                     70,                0.61672,                 1.2215,                0.50479,                0.98095,                0.93356,                0.86297,                0.88496,                 0.7744,                0.90986,                 0.8403,                0.84951,                0.67733,                0.55154,                0.97447,                0.45571,                0.86445,               0.003268,               0.003268,               0.003268
                     71,                0.61437,                 1.2262,                0.49976,                0.97897,                0.93625,                0.86321,                0.88481,                0.77443,                 0.9119,                0.84005,                0.85017,                0.67776,                0.55072,                0.97273,                 0.4545,                0.86357,               0.003169,               0.003169,               0.003169
                     72,                0.61119,                 1.2162,                0.49451,                0.97967,                0.93594,                0.86333,                0.88457,                0.77501,                0.91231,                0.84102,                0.84998,                0.67806,                0.55022,                0.97116,                0.45412,                 0.8632,                0.00307,                0.00307,                0.00307
                     73,                0.61108,                 1.2137,                0.49809,                0.97743,                0.93625,                0.86176,                0.88461,                0.77567,                0.91217,                0.83988,                0.85011,                0.67848,                0.55017,                0.97002,                0.45386,                0.86287,               0.002971,               0.002971,               0.002971
                     74,                0.60737,                 1.2128,                0.49546,                0.97479,                0.93672,                0.86111,                0.88441,                0.77547,                0.91182,                0.83859,                0.84969,                0.67822,                0.55051,                 0.9689,                0.45424,                0.86269,               0.002872,               0.002872,               0.002872
                     75,                0.60388,                 1.2002,                0.48619,                0.97473,                0.93559,                0.86241,                0.88463,                0.77605,                0.91314,                0.83993,                0.85089,                0.67911,                0.54964,                0.96667,                 0.4532,                0.86245,               0.002773,               0.002773,               0.002773
                     76,                 0.6011,                  1.192,                0.48349,                0.97575,                0.93628,                 0.8621,                0.88471,                0.77663,                0.91291,                0.83971,                0.85068,                0.67947,                0.54969,                 0.9658,                0.45229,                0.86235,               0.002674,               0.002674,               0.002674
                     77,                0.59919,                 1.1922,                0.48237,                0.97339,                0.93523,                0.86232,                0.88481,                0.77696,                0.91284,                0.83999,                0.85133,                0.67901,                0.54872,                0.96463,                0.45074,                0.86188,               0.002575,               0.002575,               0.002575
                     78,                0.59617,                 1.1862,                0.48151,                0.97231,                0.93515,                0.86254,                0.88485,                0.77693,                0.91183,                0.83943,                0.85155,                0.67884,                0.54746,                0.96338,                0.44999,                0.86089,               0.002476,               0.002476,               0.002476
                     79,                0.60117,                 1.1959,                0.48732,                0.97401,                0.93419,                0.86351,                 0.8847,                0.77702,                0.91178,                0.83918,                0.85117,                0.67876,                0.54706,                0.96218,                 0.4497,                0.86053,               0.002377,               0.002377,               0.002377
                     80,                0.59437,                 1.1861,                0.48055,                0.97149,                0.93393,                0.86366,                 0.8847,                0.77786,                0.91231,                0.84122,                0.85174,                0.67875,                 0.5459,                0.96055,                0.44889,                0.85981,               0.002278,               0.002278,               0.002278
                     81,                0.59118,                  1.173,                0.47918,                0.97144,                0.93353,                0.86418,                0.88476,                0.77821,                0.91308,                0.84068,                0.85098,                0.67867,                0.54499,                0.95952,                0.44821,                0.85926,               0.002179,               0.002179,               0.002179
                     82,                0.58951,                 1.1811,                  0.477,                0.97014,                 0.9335,                0.86428,                0.88467,                0.77813,                0.91236,                0.84033,                0.85067,                0.67891,                0.54431,                0.95866,                0.44805,                0.85882,                0.00208,                0.00208,                0.00208
                     83,                0.58793,                 1.1624,                0.47187,                0.96923,                0.93288,                0.86441,                 0.8846,                0.77848,                0.91103,                0.84049,                0.85049,                0.67905,                0.54383,                0.95734,                0.44761,                0.85855,               0.001981,               0.001981,               0.001981
                     84,                0.58597,                 1.1697,                0.47615,                0.96962,                0.93284,                0.86468,                 0.8847,                0.77879,                 0.9107,                0.84083,                0.85057,                0.67934,                0.54323,                0.95598,                0.44659,                0.85808,               0.001882,               0.001882,               0.001882
                     85,                0.58444,                 1.1734,                0.47101,                0.96944,                0.93377,                0.86464,                0.88459,                0.77854,                  0.912,                0.84103,                0.85047,                0.67906,                0.54264,                0.95495,                0.44548,                0.85762,               0.001783,               0.001783,               0.001783
                     86,                0.57854,                 1.1535,                0.46583,                0.96515,                0.93424,                0.86458,                0.88475,                0.77862,                0.91274,                0.84012,                0.85057,                0.67955,                0.54177,                0.95408,                0.44507,                  0.857,               0.001684,               0.001684,               0.001684
                     87,                0.57033,                 1.1539,                0.46217,                0.96227,                0.93416,                0.86462,                0.88485,                0.77934,                0.91248,                0.83976,                0.85069,                 0.6796,                0.54101,                 0.9528,                0.44407,                0.85666,               0.001585,               0.001585,               0.001585
                     88,                 0.5779,                 1.1684,                0.46693,                0.96443,                0.93392,                0.86596,                0.88513,                0.77958,                0.91223,                0.83989,                0.85091,                0.68031,                0.53994,                0.95196,                0.44349,                0.85592,               0.001486,               0.001486,               0.001486
                     89,                0.57513,                 1.1605,                0.46395,                0.96374,                 0.9344,                0.86604,                0.88513,                0.77995,                0.91213,                0.83781,                0.85092,                0.68082,                 0.5391,                0.95116,                0.44288,                0.85535,               0.001387,               0.001387,               0.001387
                     90,                0.57172,                 1.1533,                0.46425,                0.96336,                0.93459,                0.86616,                0.88522,                0.77998,                0.91176,                0.83748,                0.85059,                0.68055,                0.53829,                 0.9503,                0.44266,                0.85479,               0.001288,               0.001288,               0.001288
                     91,                0.53872,                  1.058,                0.44634,                0.95661,                0.93524,                0.86631,                0.88535,                0.78031,                0.91143,                0.83796,                0.85068,                0.68067,                0.53765,                0.94937,                  0.442,                0.85458,               0.001189,               0.001189,               0.001189
                     92,                0.52797,                 1.0344,                0.43688,                0.95305,                0.93572,                0.86651,                0.88536,                0.78096,                0.91207,                0.83924,                0.85044,                0.68068,                0.53674,                0.94868,                0.44134,                 0.8541,                0.00109,                0.00109,                0.00109
                     93,                0.52307,                 1.0247,                 0.4313,                0.95097,                0.93617,                0.86637,                 0.8855,                0.78111,                0.91124,                0.83748,                0.85085,                0.68119,                0.53611,                0.94753,                0.44056,                0.85386,               0.000991,               0.000991,               0.000991
                     94,                0.51534,                 1.0128,                0.42575,                 0.9498,                0.93604,                0.86614,                0.88574,                0.78187,                0.91118,                0.83862,                 0.8511,                0.68145,                 0.5359,                0.94633,                0.44006,                0.85362,               0.000892,               0.000892,               0.000892
                     95,                0.50918,                 1.0119,                0.42259,                0.94213,                0.93543,                0.86648,                0.88573,                0.78236,                0.91058,                0.83875,                0.85084,                0.68163,                0.53457,                0.94514,                0.43914,                0.85297,               0.000793,               0.000793,               0.000793
                     96,                0.50307,                 1.0047,                0.41333,                0.94029,                0.93601,                0.86662,                0.88583,                0.78298,                0.91134,                0.83893,                0.85134,                0.68185,                0.53385,                0.94414,                0.43831,                0.85267,               0.000694,               0.000694,               0.000694
                     97,                0.50186,                 1.0016,                0.41521,                0.93978,                0.93606,                0.86692,                0.88589,                 0.7832,                0.91188,                 0.8389,                0.85127,                0.68214,                0.53343,                0.94299,                0.43761,                0.85234,               0.000595,               0.000595,               0.000595
                     98,                 0.4949,                 0.9872,                0.40992,                0.93837,                0.93587,                0.86679,                0.88592,                0.78363,                0.91165,                0.83927,                0.85068,                0.68196,                0.53307,                0.94215,                0.43698,                0.85212,               0.000496,               0.000496,               0.000496
                     99,                0.49138,                0.98806,                0.40487,                0.93729,                0.93564,                0.86725,                0.88587,                0.78408,                0.91278,                0.83982,                0.85119,                0.68203,                0.53258,                0.94114,                0.43693,                0.85184,               0.000397,               0.000397,               0.000397
                    100,                 0.4896,                0.98418,                0.40316,                 0.9346,                0.93493,                0.86722,                  0.886,                0.78417,                0.91131,                0.83949,                0.85024,                0.68187,                0.53209,                0.94021,                0.43698,                0.85154,               0.000298,               0.000298,               0.000298
